Market Cap,Volume(24h),Price,% 1h,% 24h,% 7d,Cluster
28.532693850274473,-0.08113065942640743,30.701308991901715,0.00965161520744061,0.17547109958341103,0.4387259776178556,-1
10.733221888245927,-0.08113071441134913,5.11893565771651,0.0026114451821466446,0.1767068469281054,0.4412521598910465,-1
2.175043286973186,-0.0811308793661742,2.972952349749979,-0.018509064893735248,0.16929236285993918,0.4361997953446646,-1
2.0366614575747026,-0.08168050320185714,0.1248053669746947,-0.046669744994911104,-0.02966295963585474,-0.1150131766656052,-1
1.6546350733617599,-0.08113131924570773,0.06884377428779632,-0.03258940494432318,0.15322764737891234,0.43417884952611185,-1
1.397341753165657,14.988603306670111,0.08766728489072384,-0.13819195532373263,0.02965291290947512,0.0016964443558176588,-1
1.198789295752402,-0.07778207647745757,0.25375055356198606,0.07301314543508629,0.09514752217827684,-0.21858664986643495,-1
1.0542223049964363,-0.07975603588414558,-0.04996864012613126,-0.1874731455007904,0.0926760274888881,0.538762795636218,-1
1.0030702347603166,-0.07872231898036468,0.053152250012371435,-0.23675433567784815,-0.14458746269243133,-0.22616519668600787,-1
0.8705366266749887,-0.05666236037414654,-0.015207287742064268,-0.8844499780048929,-0.3707292267715015,-0.21302904886541482,-1
0.7154231783097563,-0.07878280241622419,-0.012543459892461277,-0.5535619868160765,-0.49801120327502174,-0.2918459357889731,-1
0.6608732918044647,-0.08113098933605757,1.739623151117756,-0.046669744994911104,0.15322764737891234,0.4326631401621972,-1
0.5768288609223662,-0.07614902370925049,0.16929685712077125,0.10821399556155611,-0.06920687466607466,-0.5328437246513916,-1
0.5473881028916684,-0.08054232055031936,0.005002652382008056,0.6503070875091913,0.07290406997377814,-0.47171011364017024,-1
0.5061827098040925,-0.0816436579353912,-0.035133418070239064,0.016691785232734575,-0.14088022065834827,0.11183799146694395,-1
0.4959239160515819,-0.08096020610716696,0.9683101450816382,-0.673244877246074,-1.019496582736047,-0.5737678774770855,-1
0.42373107640624974,-0.0795031051523694,0.054541830228764854,0.27717807616861123,0.040774639011724456,-0.20595573850048007,-1
0.38165984250599466,-0.020707707002745664,-0.028311860851016127,-0.32827654600666967,-0.15323769410529198,0.09415471555460718,-1
0.3368121696260995,-0.08160600424732158,-0.007407415066267309,-0.1874731455007904,-0.22738253478695428,-0.4489744731814514,-1
0.2823281308732871,-0.08136154119656573,0.06132284279009412,-0.22971416565255418,-0.22861828213164867,-0.3544952561641092,-1
0.27520921736689,-0.08137732187483089,0.03890237178931166,-0.16635263542490847,-0.21626080868470493,-0.39693511835371753,-1
0.26078966005824145,-0.04360893521682804,0.003581008960200244,-0.14523212534902658,-0.09145032687057338,-0.3373172167064105,-1
0.25035451931768066,-0.0811331887337252,-0.02001475845841407,-0.011468894868441284,0.09638326952297122,0.4159903371591368,-1
0.23208938706652943,-0.08140822341206094,-0.04566476794168113,0.00965161520744061,-0.025955717601771622,-0.021039196102901038,-1
0.22728773230104238,-0.07741917586230045,-0.00901396623236386,-0.16635263542490847,-0.24221150292328675,-0.3373172167064105,-1
0.22060583404264994,-0.05663486790330131,-0.03749461482852056,-0.3705175661584334,-0.12852274721140453,-0.6652156757665985,-1
0.21797621976759185,-0.08115551262005152,-0.01860765346541722,-0.09595093517196886,-0.15200194676059758,-0.4540268377278334,-1
0.19992524520567267,-0.08161540667235065,0.013348133327912362,-0.21563382560196626,-0.22367529275287118,-0.21504999468396757,-1
0.1848895755043096,-0.07727621501390522,-0.048964644326028546,-0.067790255070793,-0.05684940121913092,-0.06600524056570034,-1
0.17434608238612997,-0.08117079843384148,0.04191501236540696,-0.1874731455007904,-0.0037122653972729296,-0.28123597024157104,-1
0.1631045579057567,-0.0811372026344686,-0.03094761197452506,-0.018509064893735248,0.16929236285993918,0.4336736130714737,-1
0.1537877544742633,-0.08047633862029079,0.11034201545292109,0.00965161520744061,-0.3361283011200591,-0.38278849762384803,-1
0.1457470226787684,0.2936357061475246,-0.021464672452033418,-0.11707144524785075,-5.023363189809953e-06,-0.3135711033384155,-1
0.13237567772509576,-0.0803388762660646,-0.012211619903681315,-0.03962957496961714,-0.3064703648473941,-0.15290591076346977,-1
0.1305553118924497,-0.08074026634040506,0.10080200100874376,-1.4406234100031161,-0.043256180427492845,-0.0503429104719163,-1
0.13089797853103183,-0.07988799974420273,-0.003861684720312318,-0.264915015779024,-0.2706336918512573,-0.07459426029454964,-1
0.1263295948151726,-0.042784161091470936,-0.005664145077504126,-0.5042807966390187,-0.48936097186216126,-0.4742362959133611,-1
0.12622540333638654,-0.081680508489759,-0.02580365459089224,-0.08187059512138092,0.07290406997377814,0.5695822193691479,-1
0.11662975573413628,-0.07970105094245511,-0.041384290687844195,0.00965161520744061,0.21872225664771408,0.008769754720752405,-1
0.11326312723234291,-0.07726521802556711,-0.02336315245929584,-0.3564372261078455,0.0024664713261989364,-0.6126710844842264,-1
0.10033060988237325,1.0089513080814065,-0.04056041267625772,0.051892635359204395,0.18041408896218852,0.3346472679623876,-1
0.0934242426919564,-0.07811748462176947,0.09389289435449659,-0.6450841971448981,-1.2456383468151169,-1.0006926816463593,-1
