Market Cap,Price,Cluster
-0.9990092342984103,0.1447434400740846,4
0.30269192851194326,-2.445574810669916,1
-0.5097906952593049,-1.0014956172154479,2
-0.31674099535666583,-0.6957195364088115,2
-0.594996138933266,-0.8150001075823555,2
-0.9055999008263785,0.22682816562140112,4
-0.1665208680846808,0.15939317155749652,0
-3.2295477662549303,4.380280327186791,4
-0.7453120961611854,-0.7784321964280861,2
0.21645567743645427,-0.5898710863471339,0
-0.6834640614833944,-1.2895629865985105,2
-0.6706231601392713,0.007207748429255029,2
-0.13427820895805337,-0.12560722703515034,0
-0.2586338181119078,-0.8907907265972279,2
-0.4566162133535733,-0.07361752928187715,2
-0.13653919297721265,-0.610519404479853,2
-0.13470909789273236,0.0808046329294996,0
-0.0270251710364009,0.08017555933370703,0
0.12031314178421135,0.07425469247271237,0
-0.48877225187499385,0.32208480752332364,0
-0.18480952807820936,0.830764404659777,3
0.7019172998320645,-1.5124964141631796,1
-0.5210853612310519,0.4041095107645321,0
0.27342343418352455,-0.17238741813409159,0
0.12089209289775645,-0.9111644727964815,2
0.3077637260805004,1.4150314339868195,3
0.3083225107065356,-0.0657950425150826,0
-2.1569023394589424,-2.7511047373310875,2
-0.8168859420039072,-0.18889509595494305,2
-0.07640488804217019,0.40826681224144096,0
0.3576840051926408,0.5367025647429777,3
0.8280309894204275,0.04174014011305255,3
0.3170977570472782,1.0494620485846962,3
0.36195989167426534,0.04920409191534674,0
0.06521089329161617,0.4854103231279746,3
-0.8795769102233121,1.0169703423277967,4
0.6006750820228262,2.222200060930524,3
6.119649374421351,1.207581868575311,1
1.1946472069247767,0.5297747111301441,3
1.6699045721110395,-1.0936915732183192,1
0.4561731317507294,-0.38004858635889244,0
0.7710311247500156,0.7187837108877831,3
