Rank,Name,Platform,Market Cap,Price,Circulating Supply,Volume(24h),% 1h,% 24h,% 7d,Cluster
96,SwissBorg,Ethereum,-0.16120815225548535,-0.14503757288373217,"1,000,000,000 CHSB *",-0.10824046529418409,-0.27371751384534954,0.3074646446462453,-0.39644465656763583,0
97,Bitgert,BNB Smart Chain (BEP20),-0.1613050313931587,-0.14508670730704237,"395,688,215,721,653 BRISE *",-0.10481757786498734,1.246897324529669,2.007582291858333,0.30128180443544933,1
98,Cartesi,Ethereum,-0.16141257605654705,-0.14501970309939663,"727,804,324 CTSI *",-0.07583886081446577,-1.748940864507681,-1.1808086900583425,0.5842829501225414,0
99,Liquity,Ethereum,-0.16206554801715675,-0.14456857200358483,"91,794,445 LQTY *",-0.09336510122614486,-0.6481972874750183,-0.8751093023892921,-1.3658522174303296,0
100,JOE,Avalanche C-Chain,-0.16239125538756358,-0.14494713470007686,"336,436,965 JOE *",-0.09727429405843892,-0.2623696419171777,-1.2505296030354944,-1.3699685977312326,0
101,SafePal,BNB Smart Chain (BEP20),-0.1626967302438665,-0.14496120678724717,"369,666,536 SFP *",-0.10518226751141993,-0.3871962331270673,-0.23153164413865943,-0.3635136141604107,0
102,Tribe,Ethereum,-0.16291127078127218,-0.1449974468276377,"515,323,065 TRIBE *",-0.10815483898470109,0.10076225978431924,0.8437793598551057,1.0319393078457597,1
103,Livepeer,Ethereum,-0.1631992650585268,-0.14344692656176614,"27,725,324 LPT *",-0.10420554899722813,-0.17158666649180346,0.0366257134657708,-0.28633148351847654,0
104,Dogelon Mars,Ethereum,-0.16372816237255355,-0.145086707349818,"549,652,770,159,583 ELON *",-0.10711671691437981,-0.3758483611988955,-0.11354240679271013,-0.6712130416529217,0
105,Keep Network,Ethereum,-0.16448181154062336,-0.1450411350647941,"945,838,054 KEEP *",-0.10821159865951337,-0.8524589821821104,-0.2744368213553683,0.1921977264615156,0
106,Amp,Ethereum,-0.16477060543674316,-0.14508569942185467,"42,227,702,186 AMP *",-0.10348059012737791,0.32771969834775483,0.06344144922621373,-0.01979585903499689,1
107,Storj,Ethereum,-0.16483285492663863,-0.14498390465169975,"412,937,122 STORJ *",-0.10278483466221759,-0.11484730685094459,-0.31197885141998843,-0.15254912373912383,0
108,OriginTrail,Ethereum,-0.16484025679317713,-0.14497887049499236,"393,600,188 TRAC *",-0.10759274070347039,0.13480587556883458,0.48444850066516926,-0.19577111689860696,1
109,Illuvium,Ethereum,-0.16620295735789742,-0.12988414296476172,"2,626,740 ILV *",-0.10210648488962774,-0.6708930313313618,-0.33074986645229865,-0.8142572571093065,0
110,Multichain,Ethereum,-0.16643066181059135,-0.1423694403893104,"14,541,094 MULTI *",-0.10600670900456881,-0.6028057997623311,-1.3282952367407788,-0.4571612660059574,0
111,UMA,Ethereum,-0.16651000652874534,-0.14453324458809447,"71,057,504 UMA *",-0.10367553122545649,-0.06945581913825745,0.21897271663678328,0.06561903220874345,1
112,Stargate Finance,Ethereum,-0.167517376600032,-0.14487512565150235,"177,282,427 STG *",-0.10106006194475467,0.1234580036406628,-0.059910935271824166,-1.3195429390451692,0
113,Aragon,Ethereum,-0.16788496754328283,-0.14416525067673663,"40,029,852 ANT *",-0.10275276744631193,-0.8297632383257667,-1.5884078736170764,-0.02082495411022284,0
114,Cocos-BCX,Ethereum,-0.16795935829904474,-0.1445715159548757,"71,051,748 COCOS *",-0.0531963672255477,-0.65954515940319,0.9698133179291879,2.2256895951076756,1
115,Polymesh,,-0.16795748618438688,-0.14502774008642066,"622,461,225 POLYX *",-0.0623576024517634,-2.282290845131754,-2.5457296402648923,2.6167457236934757,0
116,iExec RLC,Ethereum,-0.16843685681537754,-0.14464511473714725,"80,999,785 RLC *",-0.10596454311927207,-0.1602387945636317,0.012491551281371999,-0.49420868871408574,0
117,PlayDapp,Ethereum,-0.16869097361380878,-0.1450223232160455,"548,992,304 PLA *",-0.09185335137147475,-0.5687621839778159,0.1304807886273213,0.4113949774846088,1
118,Lido Staked ETH,Ethereum,1.6127553240010335,0.3962146724688553,"6,129,651 stETH *",-0.10058433504502311,-0.28506538577352125,0.44154332344846037,-0.018766763959771122,1
119,HEX,Ethereum,1.461843534518133,-0.14506917620083956,"173,411,074,413 HEX *",-0.10271880874766692,0.577372880767534,0.5809851494027641,-0.9634760430170459,1
120,Bitcoin BEP2,BNB Beacon Chain (BEP2),0.044422954747789345,7.922747038250026,"53,056 BTCB *",-0.09884754368924395,-0.024064331425570327,0.527353677881878,0.33935832221880347,2
121,Frax,Ethereum,-0.02225037563460054,-0.1447930188500002,"1,039,141,409 FRAX *",-0.10305310616592084,0.10076225978431924,0.704337533900802,1.015473786642147,1
122,Wrapped BNB,BNB Smart Chain (BEP20),-0.055052189266916074,-0.04833963615915608,"2,529,767 WBNB *",-0.03592834712515719,0.08941438785614747,0.6104824587392516,0.7067452640744103,1
123,BitTorrent,Tron10,-0.07285157324139288,-0.14508649334663878,"990,000,000,000 BTTOLD *",-0.1083949553753531,0.21424097906603704,0.6641139302601374,1.0278229275448567,1
124,FTX Token,BNB Beacon Chain (BEP2),-0.10131655418562474,-0.14460095546778431,"328,895,104 FTT *",-0.09997417043987009,0.40715480184495734,-0.33611301360438733,0.2220414836430636,1
125,Bitget Token,Ethereum,-0.10306435391181777,-0.14497507279782715,"1,400,000,000 BGB *",-0.10141440224336086,0.05537077207163212,2.5036734034265287,-0.32852438160273373,1
126,Tether Gold,Ethereum,-0.10978045421085236,0.43863406661889576,"246,524 XAUT *",-0.10374802983445483,0.16884949135334992,0.7418795639654222,1.0514921142750497,1
128,Baby Doge Coin,Ethereum,-0.13311313986248674,-0.14508670742989993,"115,113,333,036,839,000 BabyDoge *",-0.10302216573692147,0.38445905798861374,0.26724104100558077,-0.5158196852938274,0
129,USDJ,Tron20,-0.13892222153888034,-0.14475698488620004,"273,194,517 USDJ *",-0.10787182936147406,0.15750161942517815,0.7686952997258653,1.1914490445057573,1
130,Liquity USD,Ethereum,-0.14425656590030927,-0.14478642439910866,"268,147,242 LUSD *",-0.10800854659478852,0.1915452352096935,0.7928294619102639,1.261427509621111,1
131,Huobi BTC,Ethereum,-0.1485664727611306,7.930159907600419,"8,969 HBTC *",-0.10850240020410531,0.009979284358945012,0.6131640323152957,0.33832922714357766,2
132,GensoKishi Metaverse,Ethereum,-0.15212428000500577,-0.14504817110837928,"1,709,312,901 MV *",-0.1075433355288139,0.4525462895576444,-0.0867266710322671,0.6727851265919593,1
133,TemDAO,Ethereum,-0.15383076140341873,-0.1450843931906669,"27,105,282,561 TEM *",-0.10405763352774942,-1.9645504311429447,-6.206077571565365,-5.472970662656455,0
134,Astrafer,Ethereum,-0.15393740340015605,-0.14468633005521933,"156,417,090 ASTRAFER *",-0.10849869510086793,-0.18293453841997526,0.41204601411197306,0.09649188446551721,1
135,LUKSO,Ethereum,-0.15422412100321448,-0.1411064852855303,"15,575,916 LYXe *",-0.10731004252920848,0.0667186439998039,-0.6659465634578364,0.8312657681767309,1
136,Edgecoin,Stellar,-0.1543108188598842,-0.1447923123016904,"210,000,000 EDGT *",-0.09602589076245469,0.22558885099420883,0.7955110354863083,1.1914490445057573,1
137,Gains Network,Polygon,-0.15850411956225285,-0.14330856085109558,"30,453,619 GNS *",-0.09992750183813265,-0.19428241034814706,-0.4219233680378049,-1.0828510717432376,0
138,inSure DeFi,Ethereum,-0.16345858345356412,-0.14508502820096036,"26,790,063,175 SURE *",-0.1065259387412522,-0.0013685875692267771,-0.21007905553030498,0.06253174698306616,0
139,Telcoin,Ethereum,-0.16428266905840824,-0.14508605770072677,"66,918,608,093 TEL *",-0.10802844577815894,0.0667186439998039,-0.21544220268239359,-0.5250815409708595,0
140,STASIS EURO,Ethereum,-0.1663062454287931,-0.14476581674007263,"124,125,940 EURS *",-0.10278929433286638,0.1801973632815217,0.8008741826383968,1.1739544282269188,1
141,Locus Chain,Ethereum,-0.16891438792356817,-0.14506992102051616,"2,081,062,787 LOCUS *",-0.10811579012116086,-1.4765919382315582,-0.963601230398754,4.372381922028672,1
142,MetisDAO,Ethereum,-0.16895659421971043,-0.13725285304579105,"4,450,490 METIS *",-0.10663324303815432,-0.5347185681933004,-0.5774546354483744,-0.9428941415125303,0
143,Synapse,Ethereum,-0.1689534121999425,-0.14483726643790185,"139,773,376 SYN *",-0.08968416376974819,0.577372880767534,1.726017066373681,-0.4664231216829895,1
144,VVS Finance,Ethereum,-0.16912077234854872,-0.14508670642806684,"34,457,815,420,161 VVS *",-0.10809190033966838,-0.035412203353742115,0.35305139543899844,0.4875480130513172,1
145,Pundi X (New),Ethereum,-0.1691585375247679,-0.14495328755827477,"258,491,637 PUNDIX *",-0.10602346964328674,0.22558885099420883,-0.10549768606457728,0.2066050575146767,1
146,Axelar,Ethereum,-0.16925681220106012,-0.14494130567652094,"235,917,468 AXL *",-0.1067829676969466,0.1915452352096935,-0.11086083321666589,0.3053981847363524,1
147,Wrapped Everscale,Everscale,-0.16925753097933677,-0.1450675540836783,"1,791,116,049 WEVER *",-0.108493398569382,0.14615374749700638,0.4522696177526376,0.8755168564114398,1
148,API3,Ethereum,-0.16925576686514904,-0.14465983449360156,"80,187,931 API3 *",-0.10596879642333015,-0.058107947210085664,0.38254870477548575,-0.21326573317744538,1
149,Kyber Network Crystal v2,Ethereum,-0.1695278010374293,-0.14488472293271057,"167,375,567 KNC *",-0.1025276189637494,0.1915452352096935,-0.0035978901748938284,0.027542514425389325,1
